1,U.S,12.9,flag1.png
2,Russia,10.1,flag3.png
3,Saudi Arabia,9.7,flag4.png
4,Canada ,4.6,flag2.png
5,Iraq,4.3,flag5.png
6,China,4.2,flag9.png
7,Brazil,3.7,flag8.png
8,Iran,3.6,flag6.png
9,UAE,3.4,flag7.png
10,Other,25.5,flag10.png
